 ,Account,Status
12/2/2022 10:41,Hank_Malaysia67,Group Joiner - 'Hank_Malaysia67' - Executing using 'https://www.facebook.com/groups/697827292063612'
12/2/2022 10:41,Hank_Malaysia24,Group Joiner - Hank_Malaysia24 - Finished operation
12/2/2022 10:41,Hank_Malaysia39,Group Joiner - 'Hank_Malaysia39' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:42,Hank_Malaysia67,Group Joiner - Hank_Malaysia67 - Finished operation
12/2/2022 10:42,Hank_Malaysia26,Group Joiner - 'Hank_Malaysia26' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 10:43,Hank_Malaysia39,Group Joiner - Hank_Malaysia39 - Finished operation
12/2/2022 10:43,Hank_Malaysia37,Group Joiner - 'Hank_Malaysia37' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:44,Hank_Malaysia26,Group Joiner - Hank_Malaysia26 - Finished operation
12/2/2022 10:44,Hank_Malaysia12,Group Joiner - 'Hank_Malaysia12' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 10:45,Hank_Malaysia12,Group Joiner - Hank_Malaysia12 - Finished operation
12/2/2022 10:45,Hank_Malaysia62,Group Joiner - 'Hank_Malaysia62' - Executing using 'https://www.facebook.com/groups/1319216465597534'
12/2/2022 10:45,Hank_Malaysia37,Group Joiner - Hank_Malaysia37 - Finished operation
12/2/2022 10:45,Hank_Malaysia50,Group Joiner - 'Hank_Malaysia50' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 10:46,Hank_Malaysia62,Group Joiner - Hank_Malaysia62 - Finished operation
12/2/2022 10:46,Hank_Malaysia59,Group Joiner - 'Hank_Malaysia59' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 10:47,Hank_Malaysia50,Group Joiner - Hank_Malaysia50 - Finished operation
12/2/2022 10:47,Hank_Malaysia46,Group Joiner - 'Hank_Malaysia46' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 10:48,Hank_Malaysia59,Group Joiner - Hank_Malaysia59 - Finished operation
12/2/2022 10:48,Hank_Malaysia30,Group Joiner - 'Hank_Malaysia30' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:48,Hank_Malaysia46,Group Joiner - Hank_Malaysia46 - Finished operation
12/2/2022 10:48,Hank_Malaysia47,Group Joiner - 'Hank_Malaysia47' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 10:49,Hank_Malaysia30,Group Joiner - Hank_Malaysia30 - Finished operation
12/2/2022 10:49,Hank_Malaysia13,Group Joiner - 'Hank_Malaysia13' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:50,Hank_Malaysia47,Group Joiner - Hank_Malaysia47 - Finished operation
12/2/2022 10:50,Hank_Malaysia57,Group Joiner - 'Hank_Malaysia57' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:51,Hank_Malaysia13,Group Joiner - Hank_Malaysia13 - Finished operation
12/2/2022 10:51,Hank_Malaysia4,Group Joiner - 'Hank_Malaysia4' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 10:51,Hank_Malaysia57,Group Joiner - Hank_Malaysia57 - Finished operation
12/2/2022 10:51,Hank_Malaysia22,Group Joiner - 'Hank_Malaysia22' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:52,Hank_Malaysia4,Group Joiner - Hank_Malaysia4 - Finished operation
12/2/2022 10:52,Hank_Malaysia9,Group Joiner - 'Hank_Malaysia9' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 10:53,Hank_Malaysia22,Group Joiner - Hank_Malaysia22 - Finished operation
12/2/2022 10:53,Hank_Malaysia42,Group Joiner - 'Hank_Malaysia42' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 10:53,Hank_Malaysia9,Group Joiner - Hank_Malaysia9 - Finished operation
12/2/2022 10:53,Hank_Malaysia44,Group Joiner - 'Hank_Malaysia44' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 10:55,Hank_Malaysia42,Group Joiner - Hank_Malaysia42 - Finished operation
12/2/2022 10:55,Hank_Malaysia14,Group Joiner - 'Hank_Malaysia14' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:55,Hank_Malaysia44,Group Joiner - Hank_Malaysia44 - Finished operation
12/2/2022 10:55,Hank_Malaysia20,Group Joiner - 'Hank_Malaysia20' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:56,Hank_Malaysia14,Group Joiner - Hank_Malaysia14 - Finished operation
12/2/2022 10:56,Hank_Malaysia64,Group Joiner - 'Hank_Malaysia64' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 10:57,Hank_Malaysia20,Group Joiner - Hank_Malaysia20 - Finished operation
12/2/2022 10:57,Hank_Malaysia6,Group Joiner - 'Hank_Malaysia6' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:58,Hank_Malaysia64,Group Joiner - Hank_Malaysia64 - Finished operation
12/2/2022 10:58,Hank_Malaysia49,Group Joiner - 'Hank_Malaysia49' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 10:58,Hank_Malaysia6,Group Joiner - Hank_Malaysia6 - Finished operation
12/2/2022 10:58,Hank_Malaysia60,Group Joiner - 'Hank_Malaysia60' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:00,Hank_Malaysia60,Group Joiner - Hank_Malaysia60 - Finished operation
12/2/2022 11:00,Hank_Malaysia48,Group Joiner - 'Hank_Malaysia48' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 11:00,Hank_Malaysia49,Group Joiner - Hank_Malaysia49 - Finished operation
12/2/2022 11:00,Hank_Malaysia55,Group Joiner - 'Hank_Malaysia55' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:01,Hank_Malaysia48,Group Joiner - Hank_Malaysia48 - Finished operation
12/2/2022 11:01,Hank_Malaysia8,Group Joiner - 'Hank_Malaysia8' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 11:02,Hank_Malaysia55,Group Joiner - Hank_Malaysia55 - Finished operation
12/2/2022 11:02,Hank_Malaysia25,Group Joiner - 'Hank_Malaysia25' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:03,Hank_Malaysia8,Group Joiner - Hank_Malaysia8 - Finished operation
12/2/2022 11:03,Hank_Malaysia35,Group Joiner - 'Hank_Malaysia35' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 11:03,Hank_Malaysia25,Group Joiner - Hank_Malaysia25 - Finished operation
12/2/2022 11:03,Hank_Malaysia61,Group Joiner - 'Hank_Malaysia61' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:05,Hank_Malaysia35,Group Joiner - Hank_Malaysia35 - Finished operation
12/2/2022 11:05,Hank_Malaysia15,Group Joiner - 'Hank_Malaysia15' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:05,Hank_Malaysia61,Group Joiner - Hank_Malaysia61 - Finished operation
12/2/2022 11:05,Hank_Malaysia39,Group Joiner - 'Hank_Malaysia39' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:07,Hank_Malaysia15,Group Joiner - Hank_Malaysia15 - Finished operation
12/2/2022 11:07,Hank_Malaysia56,Group Joiner - 'Hank_Malaysia56' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:07,Hank_Malaysia39,Group Joiner - Hank_Malaysia39 - Finished operation
12/2/2022 11:07,Hank_Malaysia11,Group Joiner - 'Hank_Malaysia11' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:08,Hank_Malaysia11,Group Joiner - Hank_Malaysia11 - Finished operation
12/2/2022 11:08,Hank_Malaysia38,Group Joiner - 'Hank_Malaysia38' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 11:08,Hank_Malaysia56,Group Joiner - Hank_Malaysia56 - Finished operation
12/2/2022 11:08,Hank_Malaysia51,Group Joiner - 'Hank_Malaysia51' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 11:10,Hank_Malaysia38,Group Joiner - Hank_Malaysia38 - Finished operation
12/2/2022 11:10,Hank_Malaysia31,Group Joiner - 'Hank_Malaysia31' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:10,Hank_Malaysia51,Group Joiner - Hank_Malaysia51 - Finished operation
12/2/2022 11:10,Hank_Malaysia1,Group Joiner - 'Hank_Malaysia1' - Executing using 'https://www.facebook.com/groups/1316600345817111'
12/2/2022 11:12,Hank_Malaysia31,Group Joiner - Hank_Malaysia31 - Finished operation
12/2/2022 11:12,Hank_Malaysia34,Group Joiner - 'Hank_Malaysia34' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:12,Hank_Malaysia1,Group Joiner - Hank_Malaysia1 - Finished operation
12/2/2022 11:12,Hank_Malaysia7,Group Joiner - 'Hank_Malaysia7' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 11:13,Hank_Malaysia7,Group Joiner - Hank_Malaysia7 - Finished operation
12/2/2022 11:13,Hank_Malaysia3,Group Joiner - 'Hank_Malaysia3' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 11:13,Hank_Malaysia34,Group Joiner - Hank_Malaysia34 - Finished operation
12/2/2022 11:13,Hank_Malaysia5,Group Joiner - 'Hank_Malaysia5' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 11:15,Hank_Malaysia3,Group Joiner - Hank_Malaysia3 - Finished operation
12/2/2022 11:15,Hank_Malaysia30,Group Joiner - 'Hank_Malaysia30' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:15,Hank_Malaysia5,Group Joiner - Hank_Malaysia5 - Finished operation
12/2/2022 11:15,Hank_Malaysia70,Group Joiner - 'Hank_Malaysia70' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 11:16,Hank_Malaysia30,Group Joiner - Hank_Malaysia30 - Finished operation
12/2/2022 11:17,Hank_Malaysia24,Group Joiner - 'Hank_Malaysia24' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:17,Hank_Malaysia70,Group Joiner - Hank_Malaysia70 - Finished operation
12/2/2022 11:17,Hank_Malaysia52,Group Joiner - 'Hank_Malaysia52' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 11:18,Hank_Malaysia24,Group Joiner - Hank_Malaysia24 - Finished operation
12/2/2022 11:18,Hank_Malaysia10,Group Joiner - 'Hank_Malaysia10' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:19,Hank_Malaysia52,Group Joiner - Hank_Malaysia52 - Finished operation
12/2/2022 11:19,Hank_Malaysia57,Group Joiner - 'Hank_Malaysia57' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 11:19,Hank_Malaysia10,Group Joiner - Hank_Malaysia10 - Finished operation
12/2/2022 11:19,Hank_Malaysia9,Group Joiner - 'Hank_Malaysia9' - Executing using 'https://www.facebook.com/groups/697827292063612'
12/2/2022 11:20,Hank_Malaysia57,Group Joiner - Hank_Malaysia57 - Finished operation
12/2/2022 11:20,Hank_Malaysia23,Group Joiner - 'Hank_Malaysia23' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:21,Hank_Malaysia9,Group Joiner - Hank_Malaysia9 - Finished operation
12/2/2022 11:21,Hank_Malaysia14,Group Joiner - 'Hank_Malaysia14' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:21,Hank_Malaysia23,Group Joiner - Hank_Malaysia23 - Finished operation
12/2/2022 11:21,Hank_Malaysia62,Group Joiner - 'Hank_Malaysia62' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 11:22,Hank_Malaysia14,Group Joiner - Hank_Malaysia14 - Finished operation
12/2/2022 11:22,Hank_Malaysia12,Group Joiner - 'Hank_Malaysia12' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 11:23,Hank_Malaysia62,Group Joiner - Error executing for the 'Hank_Malaysia62' account. : code  34  - no change on group page URL: https://www.facebook.com/groups/3070737906558681
12/2/2022 11:23,Hank_Malaysia46,Group Joiner - 'Hank_Malaysia46' - Executing using 'https://www.facebook.com/groups/697827292063612'
12/2/2022 11:23,Hank_Malaysia12,Group Joiner - Hank_Malaysia12 - Finished operation
12/2/2022 11:23,Hank_Malaysia2,Group Joiner - 'Hank_Malaysia2' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 11:24,Hank_Malaysia46,Group Joiner - Hank_Malaysia46 - Finished operation
12/2/2022 11:24,Hank_Malaysia4,Group Joiner - 'Hank_Malaysia4' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 11:25,Hank_Malaysia2,Group Joiner - Hank_Malaysia2 - Finished operation
12/2/2022 11:25,Hank_Malaysia18,Group Joiner - 'Hank_Malaysia18' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 11:26,Hank_Malaysia18,Group Joiner - Hank_Malaysia18 - Finished operation
12/2/2022 11:26,Hank_Malaysia45,Group Joiner - 'Hank_Malaysia45' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 11:26,Hank_Malaysia4,Group Joiner - Hank_Malaysia4 - Finished operation
12/2/2022 11:26,Hank_Malaysia44,Group Joiner - 'Hank_Malaysia44' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 11:28,Hank_Malaysia44,Group Joiner - Hank_Malaysia44 - Finished operation
12/2/2022 11:28,Hank_Malaysia55,Group Joiner - 'Hank_Malaysia55' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 11:29,Hank_Malaysia45,Group Joiner - Hank_Malaysia45 - Finished operation
12/2/2022 11:29,Hank_Malaysia48,Group Joiner - 'Hank_Malaysia48' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 11:30,Hank_Malaysia55,Group Joiner - Hank_Malaysia55 - Finished operation
12/2/2022 11:30,Hank_Malaysia36,Group Joiner - 'Hank_Malaysia36' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 11:31,Hank_Malaysia48,Group Joiner - Hank_Malaysia48 - Finished operation
12/2/2022 11:31,Hank_Malaysia42,Group Joiner - 'Hank_Malaysia42' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 11:31,Hank_Malaysia36,Group Joiner - Hank_Malaysia36 - Finished operation
12/2/2022 11:31,Hank_Malaysia19,Group Joiner - 'Hank_Malaysia19' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 11:32,Hank_Malaysia42,Group Joiner - Hank_Malaysia42 - Finished operation
12/2/2022 11:32,Hank_Malaysia29,Group Joiner - 'Hank_Malaysia29' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:33,Hank_Malaysia19,Group Joiner - Hank_Malaysia19 - Finished operation
12/2/2022 11:33,Hank_Malaysia67,Group Joiner - 'Hank_Malaysia67' - Executing using 'https://www.facebook.com/groups/1316600345817111'
12/2/2022 11:34,Hank_Malaysia29,Group Joiner - Hank_Malaysia29 - Finished operation
12/2/2022 11:34,Hank_Malaysia31,Group Joiner - 'Hank_Malaysia31' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 11:34,Hank_Malaysia67,Group Joiner - Hank_Malaysia67 - Finished operation
12/2/2022 11:34,Hank_Malaysia34,Group Joiner - 'Hank_Malaysia34' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 11:35,Hank_Malaysia31,Group Joiner - Hank_Malaysia31 - Finished operation
12/2/2022 11:35,Hank_Malaysia3,Group Joiner - 'Hank_Malaysia3' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:36,Hank_Malaysia34,Group Joiner - Hank_Malaysia34 - Finished operation
12/2/2022 11:36,Hank_Malaysia41,Group Joiner - 'Hank_Malaysia41' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:36,Hank_Malaysia3,Group Joiner - Hank_Malaysia3 - Finished operation
12/2/2022 11:36,Hank_Malaysia50,Group Joiner - 'Hank_Malaysia50' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:37,Hank_Malaysia41,Group Joiner - Hank_Malaysia41 - Finished operation
12/2/2022 11:37,Hank_Malaysia7,Group Joiner - 'Hank_Malaysia7' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:38,Hank_Malaysia50,Group Joiner - Hank_Malaysia50 - Finished operation
12/2/2022 11:38,Hank_Malaysia21,Group Joiner - 'Hank_Malaysia21' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 11:39,Hank_Malaysia7,Group Joiner - Hank_Malaysia7 - Finished operation
12/2/2022 11:39,Hank_Malaysia28,Group Joiner - 'Hank_Malaysia28' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 11:39,Hank_Malaysia21,Group Joiner - Hank_Malaysia21 - Finished operation
12/2/2022 11:39,Hank_Malaysia63,Group Joiner - 'Hank_Malaysia63' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 11:40,Hank_Malaysia28,Group Joiner - Hank_Malaysia28 - Finished operation
12/2/2022 11:40,Hank_Malaysia5,Group Joiner - 'Hank_Malaysia5' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 11:41,Hank_Malaysia63,Group Joiner - Hank_Malaysia63 - Finished operation
12/2/2022 11:41,Hank_Malaysia39,Group Joiner - 'Hank_Malaysia39' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 11:41,Hank_Malaysia5,Group Joiner - Hank_Malaysia5 - Finished operation
12/2/2022 11:42,Hank_Malaysia27,Group Joiner - 'Hank_Malaysia27' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:42,Hank_Malaysia39,Group Joiner - Hank_Malaysia39 - Finished operation
12/2/2022 11:42,Hank_Malaysia47,Group Joiner - 'Hank_Malaysia47' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:43,Hank_Malaysia27,Group Joiner - Hank_Malaysia27 - Finished operation
12/2/2022 11:43,Hank_Malaysia51,Group Joiner - 'Hank_Malaysia51' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:44,Hank_Malaysia47,Group Joiner - Hank_Malaysia47 - Finished operation
12/2/2022 11:44,Hank_Malaysia2,Group Joiner - 'Hank_Malaysia2' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:45,Hank_Malaysia51,Group Joiner - Hank_Malaysia51 - Finished operation
12/2/2022 11:45,Hank_Malaysia64,Group Joiner - 'Hank_Malaysia64' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 11:45,Hank_Malaysia2,Group Joiner - Hank_Malaysia2 - Finished operation
12/2/2022 11:45,Hank_Malaysia62,Group Joiner - 'Hank_Malaysia62' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 11:46,Hank_Malaysia64,Group Joiner - Hank_Malaysia64 - Finished operation
12/2/2022 11:46,Hank_Malaysia13,Group Joiner - 'Hank_Malaysia13' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:46,Hank_Malaysia62,Group Joiner - Hank_Malaysia62 - Finished operation
12/2/2022 11:46,Hank_Malaysia69,Group Joiner - 'Hank_Malaysia69' - Executing using 'https://www.facebook.com/groups/669531141125476'
12/2/2022 11:48,Hank_Malaysia13,Group Joiner - Hank_Malaysia13 - Finished operation
12/2/2022 11:48,Hank_Malaysia4,Group Joiner - 'Hank_Malaysia4' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 11:48,Hank_Malaysia69,Group Joiner - Error executing for the 'Hank_Malaysia69' account. : code  34  - no change on group page URL: https://www.facebook.com/groups/669531141125476
12/2/2022 11:48,Hank_Malaysia35,Group Joiner - 'Hank_Malaysia35' - Executing using 'https://www.facebook.com/groups/449196020632208'
